TimeCreated,EventID,hour_of_day,event_frequency,inter_event_gap_seconds,message_length,anomaly_score,prediction
2023-09-27 05:23:01.253374200+05:30,4689,5,2,3.0630949,328,0.09141061925466615,normal
2023-09-27 05:23:01.265489900+05:30,4689,5,2,0.0121157,245,0.12401729846795684,normal
2023-09-27 05:25:04.990738600+05:30,4688,5,18,123.7252487,1600,-0.06128619761162635,anomaly
2023-09-27 05:25:04.995743600+05:30,4688,5,18,0.005005,1605,0.2080687624821762,normal
2023-09-27 05:25:05.018401900+05:30,4689,5,17,0.0226583,230,0.2053085642393907,normal
2023-09-27 05:25:05.037319100+05:30,4688,5,18,0.0189172,1602,0.21343754058522546,normal
2023-09-27 05:25:05.037546900+05:30,4688,5,18,0.0002278,1604,0.21025472748009294,normal
2023-09-27 05:25:08.141284+05:30,4689,5,17,3.1037371,232,0.18076064889947158,normal
2023-09-27 05:25:08.144705100+05:30,4688,5,18,0.0034211,1602,0.2137205071712407,normal
2023-09-27 05:25:11.219997800+05:30,4689,5,17,3.0752927,232,0.1817690134097537,normal
2023-09-27 05:25:11.223307400+05:30,4688,5,18,0.0033096,1601,0.21336904303851173,normal
2023-09-27 05:25:11.234739800+05:30,4688,5,18,0.0114324,1602,0.2137741622507517,normal
2023-09-27 05:25:11.250077400+05:30,4689,5,17,0.0153376,232,0.21331586964165578,normal
2023-09-27 05:25:11.251916700+05:30,4689,5,17,0.0018393,231,0.212761800838292,normal
2023-09-27 05:25:11.254836800+05:30,4688,5,18,0.0029201,1602,0.2137205071712407,normal
2023-09-27 05:25:14.328684700+05:30,4689,5,17,3.0738479,232,0.182026986172585,normal
2023-09-27 05:25:14.331903400+05:30,4688,5,18,0.0032187,1601,0.21336904303851173,normal
2023-09-27 05:25:14.343742100+05:30,4688,5,18,0.0118387,1602,0.2137741622507517,normal
2023-09-27 05:25:14.355185500+05:30,4689,5,17,0.0114434,232,0.21378425616967206,normal
2023-09-27 05:25:14.356759800+05:30,4689,5,17,0.0015743,231,0.2128452949481301,normal
2023-09-27 05:25:14.359551300+05:30,4688,5,18,0.0027915,1601,0.21336904303851173,normal
2023-09-27 05:25:14.370395700+05:30,4688,5,18,0.0108444,1602,0.2137741622507517,normal
2023-09-27 05:25:14.383134+05:30,4689,5,17,0.0127383,232,0.21331586964165578,normal
2023-09-27 05:25:14.384944+05:30,4689,5,17,0.00181,231,0.212761800838292,normal
2023-09-27 05:25:14.387826700+05:30,4688,5,18,0.0028827,1601,0.21336904303851173,normal
2023-09-27 05:25:14.398434400+05:30,4688,5,18,0.0106077,1602,0.2137741622507517,normal
2023-09-27 05:25:14.410812400+05:30,4689,5,17,0.012378,232,0.21331586964165578,normal
2023-09-27 05:25:14.412459800+05:30,4689,5,17,0.0016474,231,0.2128452949481301,normal
2023-09-27 05:25:14.415328800+05:30,4688,5,18,0.002869,1601,0.21336904303851173,normal
